FID;OBJECTID;Cientifico;Year;Fuente;Nombre;DPA_DESCAN;POINT_X;POINT_Y
512;513;Oreocallis grandiflora (Lam.) R. Br;2011;INaturalist;Cucharillo, gañil;SARAGURO;-79,228008787899995;-3,624989833910000
513;514;Oreocallis grandiflora (Lam.) R. Br;2011;Tropicos;Cucharillo, gañil;OLMEDO;-79,580000000400005;-3,959999999900000
514;515;Oreocallis grandiflora (Lam.) R. Br;2012;GBIF;Cucharillo, gañil;CATAMAYO;-79,474085000299993;-3,974657999570000
515;516;Oreocallis grandiflora (Lam.) R. Br;2012;INaturalist;Cucharillo, gañil;CATAMAYO;-79,474084914900004;-3,974658146160000
516;517;Oreocallis grandiflora (Lam.) R. Br;2014;GBIF;Cucharillo, gañil;CALVAS;-79,672663000000000;-4,387420000030000
517;518;Oreocallis grandiflora (Lam.) R. Br;2014;INaturalist;Cucharillo, gañil;CALVAS;-79,672663199599995;-4,387419800380000
518;519;Oreocallis grandiflora (Lam.) R. Br;2015;GBIF;Cucharillo, gañil;LOJA;-79,143083000299995;-3,831502999860000
519;520;Oreocallis grandiflora (Lam.) R. Br;2016;GBIF;Cucharillo, gañil;LOJA;-79,214163000100001;-3,923343000180000
520;521;Oreocallis grandiflora (Lam.) R. Br;2016;GBIF;Cucharillo, gañil;PALTAS;-79,734522499999997;-4,027491499730000
521;522;Oreocallis grandiflora (Lam.) R. Br;2016;INaturalist;Cucharillo, gañil;LOJA;-79,214162893999998;-3,923343329330000
522;523;Oreocallis grandiflora (Lam.) R. Br;2016;INaturalist;Cucharillo, gañil;PALTAS;-79,734522682999994;-4,027491737150000
523;524;Oreocallis grandiflora (Lam.) R. Br;2016;Investigación UTPL;Cucharillo, gañil;CATAMAYO;-79,267596125099999;-3,991171820420000
524;525;Oreocallis grandiflora (Lam.) R. Br;2016;Investigación UTPL;Cucharillo, gañil;LOJA;-79,253331282500000;-3,836605101140000
525;526;Oreocallis grandiflora (Lam.) R. Br;2016;Investigación UTPL;Cucharillo, gañil;SARAGURO;-79,319826195399997;-3,597700609700000
526;527;Oreocallis grandiflora (Lam.) R. Br;2017;GBIF;Cucharillo, gañil;LOJA;-79,189403999600003;-4,032607000010000
527;528;Oreocallis grandiflora (Lam.) R. Br;2017;INaturalist;Cucharillo, gañil;LOJA;-79,189404370999995;-4,032606965840000
528;529;Oreocallis grandiflora (Lam.) R. Br;2018;INaturalist;Cucharillo, gañil;ESPINDOLA;-79,410382993599995;-4,650751410150000
529;530;Oreocallis grandiflora (Lam.) R. Br;2019;GBIF;Cucharillo, gañil;LOJA;-79,186804000199999;-4,274654999730000
530;531;Oreocallis grandiflora (Lam.) R. Br;2019;INaturalist;Cucharillo, gañil;LOJA;-79,192399975000001;-4,155051188560000
531;532;Oreocallis grandiflora (Lam.) R. Br;2019;INaturalist;Cucharillo, gañil;SOZORANGA;-79,725970777399993;-4,377148069980000
532;533;Oreocallis grandiflora (Lam.) R. Br;2020;GBIF;Cucharillo, gañil;CATAMAYO;-79,295882999599996;-4,061191999810000
533;534;Oreocallis grandiflora (Lam.) R. Br;2020;GBIF;Cucharillo, gañil;LOJA;-79,190469499700001;-4,137247999800000
534;535;Oreocallis grandiflora (Lam.) R. Br;2020;GBIF;Cucharillo, gañil;SARAGURO;-79,323616000100003;-3,534082000230000
535;536;Oreocallis grandiflora (Lam.) R. Br;2020;INaturalist;Cucharillo, gañil;CATAMAYO;-79,295883121000003;-4,061191684150000
536;537;Oreocallis grandiflora (Lam.) R. Br;2020;INaturalist;Cucharillo, gañil;LOJA;-79,190469171000004;-4,137248145940000
537;538;Oreocallis grandiflora (Lam.) R. Br;2020;INaturalist;Cucharillo, gañil;SARAGURO;-79,323615780200001;-3,534082015070000
538;539;Oreocallis grandiflora (Lam.) R. Br;2021;GBIF;Cucharillo, gañil;CATAMAYO;-79,231527999600004;-4,054731999580000
539;540;Oreocallis grandiflora (Lam.) R. Br;2021;GBIF;Cucharillo, gañil;LOJA;-79,185262499700002;-4,044014499970000
540;541;Oreocallis grandiflora (Lam.) R. Br;2021;INaturalist;Cucharillo, gañil;CALVAS;-79,725394025100002;-4,364725995810000
541;542;Oreocallis grandiflora (Lam.) R. Br;2021;INaturalist;Cucharillo, gañil;CATAMAYO;-79,231527842199995;-4,054732141670000
542;543;Oreocallis grandiflora (Lam.) R. Br;2021;INaturalist;Cucharillo, gañil;ESPINDOLA;-79,441560046399999;-4,711158220880000
543;544;Oreocallis grandiflora (Lam.) R. Br;2021;INaturalist;Cucharillo, gañil;LOJA;-79,185262404800000;-4,044014557530000
544;545;Oreocallis grandiflora (Lam.) R. Br;2021;INaturalist;Cucharillo, gañil;SOZORANGA;-79,725362844700001;-4,366504155140000
545;546;Oreocallis grandiflora (Lam.) R. Br;2022;GBIF;Cucharillo, gañil;CALVAS;-79,699061999700007;-4,338889000430000
546;547;Oreocallis grandiflora (Lam.) R. Br;2022;GBIF;Cucharillo, gañil;CATAMAYO;-79,265991999799994;-3,991383000130000
547;548;Oreocallis grandiflora (Lam.) R. Br;2022;GBIF;Cucharillo, gañil;LOJA;-79,233596500100006;-3,923540500290000
548;549;Oreocallis grandiflora (Lam.) R. Br;2022;GBIF;Cucharillo, gañil;OLMEDO;-79,574954999799999;-3,972593999710000
549;550;Oreocallis grandiflora (Lam.) R. Br;2022;GBIF;Cucharillo, gañil;SARAGURO;-79,306619500099998;-3,611719999880000
550;551;Oreocallis grandiflora (Lam.) R. Br;2022;GBIF;Cucharillo, gañil;SOZORANGA;-79,725502999599996;-4,366230999560000
551;552;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;CALVAS;-79,699062253299999;-4,338889428500000
552;553;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;CATAMAYO;-79,265991667099996;-3,991383332870000
553;554;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;CELICA;-79,930161666299995;-4,076941666720000
554;555;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;LOJA;-79,230072281899993;-3,923540694100000
555;556;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;OLMEDO;-79,574954980000001;-3,972594270410000
556;557;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;SARAGURO;-79,306619530700004;-3,611720072270000
557;558;Oreocallis grandiflora (Lam.) R. Br;2022;INaturalist;Cucharillo, gañil;SOZORANGA;-79,725502777399996;-4,366230555300000
558;559;Oreocallis grandiflora (Lam.) R. Br;2023;GBIF;Cucharillo, gañil;LOJA;-79,198791499899997;-3,989601499810000
559;560;Oreocallis grandiflora (Lam.) R. Br;2023;GBIF;Cucharillo, gañil;OLMEDO;-79,580091500099996;-3,959536999680000
560;561;Oreocallis grandiflora (Lam.) R. Br;2023;GBIF;Cucharillo, gañil;SARAGURO;-79,279113499700003;-3,628245999800000
561;562;Oreocallis grandiflora (Lam.) R. Br;2023;INaturalist;Cucharillo, gañil;CATAMAYO;-79,258004017299996;-4,003438967930000
562;563;Oreocallis grandiflora (Lam.) R. Br;2023;INaturalist;Cucharillo, gañil;CELICA;-79,930153333199996;-4,076949999840000
563;564;Oreocallis grandiflora (Lam.) R. Br;2023;INaturalist;Cucharillo, gañil;LOJA;-79,216279191699996;-3,989601741280000
564;565;Oreocallis grandiflora (Lam.) R. Br;2023;INaturalist;Cucharillo, gañil;OLMEDO;-79,580091474000000;-3,959537249240000
565;566;Oreocallis grandiflora (Lam.) R. Br;2023;INaturalist;Cucharillo, gañil;SARAGURO;-79,307340283299993;-3,594326854750000
566;567;Oreocallis grandiflora (Lam.) R. Br;2024;GBIF;Cucharillo, gañil;LOJA;-79,251595000099996;-4,110523500360000
567;568;Oreocallis grandiflora (Lam.) R. Br;2024;GBIF;Cucharillo, gañil;SARAGURO;-79,447477000000006;-3,564658999710000
568;569;Oreocallis grandiflora (Lam.) R. Br;2024;INaturalist;Cucharillo, gañil;CALVAS;-79,629978344600005;-4,371467208640000
569;570;Oreocallis grandiflora (Lam.) R. Br;2024;INaturalist;Cucharillo, gañil;LOJA;-79,251594882700005;-4,110400850370000
570;571;Oreocallis grandiflora (Lam.) R. Br;2024;INaturalist;Cucharillo, gañil;SARAGURO;-79,447476641099996;-3,564658627390000
571;572;Oreocallis grandiflora (Lam.) R. Br;2024;Proyecto;Cucharillo, gañil;CATAMAYO;-79,294523700400006;-4,103507700220000
572;573;Orthosia ellemannii (Morillo) Liede & Mevea;1988;GBIF;Cola de caballo;LOJA;-79,150000000000006;-3,916349999650000
573;575;Oxalis corniculata L.;1989;GBIF;Chulco, chulku;SARAGURO;-79,233165000000000;-3,566330000330000
574;576;Oxalis corniculata L.;1989;Tropicos;Chulco, chulku;SARAGURO;-79,230000000199993;-3,569999999600000
575;577;Oxalis corniculata L.;1994;GBIF;Chulco, chulku;LOJA;-79,207349999800002;-3,985300000190000
576;578;Oxalis corniculata L.;2004;GBIF;Chulco, chulku;LOJA;-79,198498999899996;-3,986646000210000
577;579;Oxalis corniculata L.;2007;INaturalist;Chulco, chulku;LOJA;-79,215939993000006;-4,254720533730000
578;580;Oxalis corniculata L.;2020;INaturalist;Chulco, chulku;LOJA;-79,216537039499997;-3,999278013020000
579;581;Oxalis corniculata L.;2021;GBIF;Chulco, chulku;LOJA;-79,174847000100002;-4,041801000420000
580;582;Oxalis corniculata L.;2021;INaturalist;Chulco, chulku;LOJA;-79,174847195200002;-4,041800683850000
581;583;Oxalis corniculata L.;2023;INaturalist;Chulco, chulku;LOJA;-79,197602777800000;-3,987258333310000
582;584;Pelargonium graveolens L'Hér.ex. Aiton;2016;Investigación UTPL;Esencia de rosa, malva esencia;CATAMAYO;-79,280315718300002;-3,995105034170000
583;585;Pelargonium graveolens L'Hér.ex. Aiton;2016;Investigación UTPL;Esencia de rosa, malva esencia;LOJA;-79,254994130699998;-3,881812415560000
584;586;Pelargonium graveolens L'Hér.ex. Aiton;2024;Proyecto;Esencia de rosa, malva esencia;LOJA;-79,297481403299997;-3,867935523410000
585;587;Pelargonium odoratissimum (L.) L'Hér.;2002;GBIF;Malva olorosa;LOJA;-79,246033000300002;-3,973167000060000
586;588;Pelargonium odoratissimum (L.) L'Hér.;2005;GBIF;Malva olorosa;GONZANAMA;-79,391808000300003;-4,210815000110000
587;589;Pelargonium odoratissimum (L.) L'Hér.;2007;GBIF;Malva olorosa;LOJA;-79,265799999999999;-3,703933000310000
588;590;Pelargonium odoratissimum (L.) L'Hér.;2008;GBIF;Malva olorosa;CELICA;-79,955875999599996;-4,103168000200000
589;591;Pelargonium odoratissimum (L.) L'Hér.;2008;GBIF;Malva olorosa;PALTAS;-79,650420000400004;-4,053818999750000
590;592;Pelargonium odoratissimum (L.) L'Hér.;2009;GBIF;Malva olorosa;LOJA;-79,204200000200004;-3,998486000330000
591;593;Pelargonium odoratissimum (L.) L'Hér.;2016;Investigación UTPL;Malva olorosa;LOJA;-79,279857099599994;-4,055696331820000
592;594;Pelargonium odoratissimum (L.) L'Hér.;2016;Investigación UTPL;Malva olorosa;SARAGURO;-79,317560945300002;-3,596131968120000
593;595;Pelargonium odoratissimum (L.) L'Hér.;2016;Investigación UTPL;Malva Olorosa;LOJA;-79,167767820199998;-3,858946515370000
594;596;Pelargonium odoratissimum (L.) L'Hér.;2024;Proyecto;Malva olorosa;LOJA;-79,290709320399998;-3,852244192820000
595;597;Pelargonium odoratissimum (L.) L´Hér.;2024;Proyecto;Malva olorosa;LOJA;-79,297836277599998;-3,869643743810000
596;598;Pelargonium zonale (L.) L'Hér.;1982;GBIF;Geranio, geranio rojo;LOJA;-79,198674999999994;-4,037084999670000
597;599;Pelargonium zonale (L.) L'Hér.;1996;GBIF;Geranio, geranio rojo;CATAMAYO;-79,236900000000006;-4,098299999650000
598;600;Pelargonium zonale (L.) L'Hér.;2004;GBIF;Geranio, geranio rojo;LOJA;-79,198302499899995;-4,012633500290000
599;601;Pelargonium zonale (L.) L'Hér.;2008;GBIF;Geranio, geranio rojo;CELICA;-79,955875999599996;-4,103168000200000
600;602;Pelargonium zonale (L.) L'Hér.;2015;GBIF;Geranio, geranio rojo;MACARA;-79,799219999599998;-4,429722000170000
601;603;Peperomia galioides Kunth;1946;GBIF;Congona de cerro, sacha congona;LOJA;-79,215278000300003;-3,916527499740000
602;604;Peperomia galioides Kunth;1946;GBIF;Congona de cerro, sacha congona;PUYANGO;-79,984952999599997;-3,961318999570000
603;605;Peperomia galioides Kunth;1966;GBIF;Congona de cerro, sacha congona;LOJA;-79,228332999800003;-3,965555999810000
604;606;Peperomia galioides Kunth;1967;GBIF;Congona de cerro, sacha congona;LOJA;-79,199999999900001;-4,100000000700000
605;607;Peperomia galioides Kunth;1967;Tropicos;Congona de cerro, sacha congona;LOJA;-79,199999999900001;-4,100000000700000
606;608;Peperomia galioides Kunth;1982;GBIF;Congona de cerro, sacha congona;LOJA;-79,208300000400001;-4,074999999850000
607;609;Peperomia galioides Kunth;1984;GBIF;Congona de cerro, sacha congona;CATAMAYO;-79,333166499900003;-4,000000000000000
608;610;Peperomia galioides Kunth;1984;GBIF;Congona de cerro, sacha congona;LOJA;-79,199833499899995;-4,041666500060000
609;611;Peperomia galioides Kunth;1984;Tropicos;Congona de cerro, sacha congona;CATAMAYO;-79,329999999999998;-3,999999999100000
610;612;Peperomia galioides Kunth;1984;Tropicos;Congona de cerro, sacha congona;LOJA;-79,220000000400006;-3,999999999100000
611;613;Peperomia galioides Kunth;1988;GBIF;Congona de cerro, sacha congona;CATAMAYO;-79,299650000200003;-4,000000000000000
612;614;Peperomia galioides Kunth;1988;GBIF;Congona de cerro, sacha congona;LOJA;-79,299979999700000;-3,974664999890000
613;615;Peperomia galioides Kunth;1988;GBIF;Congona de cerro, sacha congona;SARAGURO;-79,233165000000000;-3,633165000010000
614;616;Peperomia galioides Kunth;1988;Tropicos;Congona de cerro, sacha congona;CATAMAYO;-79,270000000300001;-3,999999999100000
615;617;Peperomia galioides Kunth;1988;Tropicos;Congona de cerro, sacha congona;LOJA;-79,300000000099999;-3,974999999600000
616;618;Peperomia galioides Kunth;1988;Tropicos;Congona de cerro, sacha congona;SARAGURO;-79,230000000199993;-3,629999999300000
617;619;Peperomia galioides Kunth;1989;GBIF;Congona de cerro, sacha congona;CATAMAYO;-79,380994619999996;-3,916349999650000
618;620;Peperomia galioides Kunth;1989;GBIF;Congona de cerro, sacha congona;PALTAS;-79,529999999599994;-4,019999999600000
619;621;Peperomia galioides Kunth;1989;Tropicos;Congona de cerro, sacha congona;CATAMAYO;-79,419999999100000;-3,919999999800000
620;622;Peperomia galioides Kunth;1994;GBIF;Congona de cerro, sacha congona;CALVAS;-79,666376260000007;-4,355285000200000
621;623;Peperomia galioides Kunth;1994;GBIF;Congona de cerro, sacha congona;CATAMAYO;-79,274999999800002;-4,000814999810000
622;624;Peperomia galioides Kunth;1994;GBIF;Congona de cerro, sacha congona;CELICA;-79,951660000299995;-4,093610000100000
623;625;Peperomia galioides Kunth;1994;GBIF;Congona de cerro, sacha congona;PALTAS;-79,868495352400004;-4,078739999650000
624;626;Peperomia galioides Kunth;1994;Tropicos;Congona de cerro, sacha congona;CALVAS;-79,699999999799999;-4,360000000000000
625;627;Peperomia galioides Kunth;1994;Tropicos;Congona de cerro, sacha congona;CATAMAYO;-79,280000000100003;-3,999999999100000
626;628;Peperomia galioides Kunth;1994;Tropicos;Congona de cerro, sacha congona;CELICA;-79,950000000200006;-4,090000000000000
627;629;Peperomia galioides Kunth;1994;Tropicos;Congona de cerro, sacha congona;PALTAS;-79,899999999399995;-4,060000000600000
628;630;Peperomia galioides Kunth;1995;GBIF;Congona de cerro, sacha congona;LOJA;-79,199999999900001;-4,233300000090000
629;631;Peperomia galioides Kunth;1996;GBIF;Congona de cerro, sacha congona;CATAMAYO;-79,236944000299999;-4,098333000270000
630;632;Peperomia galioides Kunth;1998;GBIF;Congona de cerro, sacha congona;LOJA;-79,183165000100004;-4,033165000110000
631;633;Peperomia galioides Kunth;1999;GBIF;Congona de cerro, sacha congona;GONZANAMA;-79,516329999600003;-4,250000000400000
632;634;Peperomia galioides Kunth;1999;GBIF;Congona de cerro, sacha congona;LOJA;-79,249999999799996;-3,800000000400000
633;635;Peperomia galioides Kunth;1999;Tropicos;Congona de cerro, sacha congona;GONZANAMA;-79,519999999800007;-4,250000000400000
634;636;Peperomia galioides Kunth;1999;Tropicos;Congona de cerro, sacha congona;LOJA;-79,249999999799996;-3,800000000400000
635;637;Peperomia galioides Kunth;2001;GBIF;Congona de cerro, sacha congona;CATAMAYO;-79,327250000000006;-3,973165000410000
636;638;Peperomia galioides Kunth;2001;GBIF;Congona de cerro, sacha congona;CELICA;-79,917999999900005;-4,131664999990000
637;639;Peperomia galioides Kunth;2001;GBIF;Congona de cerro, sacha congona;LOJA;-79,229100000100004;-4,048450000370000
638;640;Peperomia galioides Kunth;2001;GBIF;Congona de cerro, sacha congona;PALTAS;-79,586470000199995;-4,052250000240000
639;641;Peperomia galioides Kunth;2001;Tropicos;Congona de cerro, sacha congona;CATAMAYO;-79,329999999999998;-3,969999999700000
640;642;Peperomia galioides Kunth;2001;Tropicos;Congona de cerro, sacha congona;CELICA;-79,919999999900000;-4,130000000100000
641;643;Peperomia galioides Kunth;2001;Tropicos;Congona de cerro, sacha congona;LOJA;-79,230000000199993;-4,049999999900000
642;644;Peperomia galioides Kunth;2001;Tropicos;Congona de cerro, sacha congona;PALTAS;-79,590000000200007;-4,049999999900000
643;645;Peperomia galioides Kunth;2003;GBIF;Congona de cerro, sacha congona;LOJA;-79,216663499899994;-3,883331500000000
644;646;Peperomia galioides Kunth;2003;Tropicos;Congona de cerro, sacha congona;LOJA;-79,220000000400006;-3,879999999700000
645;647;Peperomia galioides Kunth;2004;INaturalist;Congona de cerro, sacha congona;LOJA;-79,216698299599997;-4,258460400430000
646;648;Peperomia galioides Kunth;2005;GBIF;Congona de cerro, sacha congona;LOJA;-79,252744000400000;-3,984412999760000
647;649;Peperomia galioides Kunth;2005;GBIF;Congona de cerro, sacha congona;PUYANGO;-79,996799999999993;-3,986900000230000
648;650;Peperomia galioides Kunth;2006;GBIF;Congona de cerro, sacha congona;LOJA;-79,227643500300005;-4,047598000200000
649;651;Peperomia galioides Kunth;2006;GBIF;Congona de cerro, sacha congona;SARAGURO;-79,187631999700002;-3,642612999990000
650;652;Peperomia galioides Kunth;2007;GBIF;Congona de cerro, sacha congona;LOJA;-79,233050000099993;-3,873749999710000
651;653;Peperomia galioides Kunth;2008;GBIF;Congona de cerro, sacha congona;LOJA;-79,203949999900004;-4,073449999870000
652;654;Peperomia galioides Kunth;2009;GBIF;Congona de cerro, sacha congona;MACARA;-79,916667000000004;-4,233332999820000
653;655;Peperomia galioides Kunth;2009;GBIF;Congona de cerro, sacha congona;SOZORANGA;-79,844839644600000;-4,233300000090000
654;656;Peperomia galioides Kunth;2011;GBIF;Congona de cerro, sacha congona;LOJA;-79,244749999600003;-4,307749999760000
655;657;Peperomia galioides Kunth;2011;GBIF;Congona de cerro, sacha congona;SARAGURO;-79,198610999699994;-3,594443999990000
656;658;Peperomia galioides Kunth;2011;Tropicos;Congona de cerro, sacha congona;SARAGURO;-79,199999999900001;-3,590000000100000
657;659;Peperomia galioides Kunth;2012;GBIF;Congona de cerro, sacha congona;LOJA;-79,313551999599994;-3,908018000330000
658;660;Peperomia galioides Kunth;2016;Investigación UTPL;Congona de cerro, sacha congona;LOJA;-79,342220441199999;-3,847495482830000
659;661;Peperomia galioides Kunth;2020;GBIF;Congona de cerro, sacha congona;CALVAS;-79,547184999799995;-4,308716000240000
660;662;Peperomia galioides Kunth;2020;INaturalist;Congona de cerro, sacha congona;CALVAS;-79,547185498000005;-4,308716194500000
661;663;Peperomia galioides Kunth;2023;INaturalist;Congona de cerro, sacha congona;LOJA;-79,244076311200004;-3,961994562200000
662;664;Peperomia galioides Kunth;2024;INaturalist;Congona de cerro, sacha congona;LOJA;-79,179316696800001;-4,011192819640000
663;665;Peperomia galioides Kunth;2024;Proyecto;Congona de cerro, sacha congona;LOJA;-79,284333000299995;-3,905200499900000
664;666;Peperomia ilaloensis Sodiro;1989;GBIF;Congona de castilla,congona  negra;SARAGURO;-79,249999999799996;-3,566680000280000
665;667;Peperomia ilaloensis Sodiro;2008;GBIF;Congona de castilla,congona  negra;PALTAS;-79,650420000400004;-4,053818999750000
666;668;Peperomia ilaloensis Sodiro;2016;Investigación UTPL;Congona de castilla,congona  negra;CATAMAYO;-79,267596125099999;-3,991171820420000
667;669;Peperomia ilaloensis Sodiro;2016;Investigación UTPL;Congona de castilla,congona  negra;LOJA;-79,254994130699998;-3,951437821350000
668;670;Peperomia ilaloensis Sodiro;2017;GBIF;Congona de castilla,congona  negra;CATAMAYO;-79,298275000199993;-4,127265999930000
669;671;Peperomia inaequalifolia Ruiz & Pav.;1989;GBIF;Congona, congona grande;SARAGURO;-79,249999999799996;-3,566000000400000
670;672;Peperomia inaequalifolia Ruiz & Pav.;1993;GBIF;Congona, congona grande;LOJA;-79,198674999999994;-4,037084999670000
671;673;Peperomia inaequalifolia Ruiz & Pav.;2004;GBIF;Congona, congona grande;LOJA;-79,342199999599998;-3,831900000180000
672;674;Peperomia inaequalifolia Ruiz & Pav.;2007;GBIF;Congona, congona grande;LOJA;-79,265799999999999;-3,703933000310000
673;675;Peperomia inaequalifolia Ruiz & Pav.;2009;GBIF;Congona, congona grande;LOJA;-79,204200000200004;-3,998486000330000
674;676;Peperomia inaequalifolia Ruiz & Pav.;2024;INaturalist;Congona, congona grande;MACARA;-79,905502181200006;-4,336463352600000
675;677;Peperomia inaequalifolia Ruiz & Pav.;2024;Proyecto;Congona, congona grande;LOJA;-79,344940487499997;-3,829831503270000
676;678;Phyla scaberrima (A. Juss. ex Pers.) Moldenke;2024;Proyecto;Buscapina,  novalgina;LOJA;-79,328436999900006;-3,869270000410000
677;679;Piper crassinervium Kunth;1993;GBIF;Waviduca de dulce;LOJA;-79,198674999999994;-4,037084999670000
678;680;Piper crassinervium Kunth;1995;GBIF;Waviduca de dulce;LOJA;-79,199999999900001;-4,233300000090000
679;681;Piper crassinervium Kunth;1996;GBIF;Waviduca de dulce;CATAMAYO;-79,536900000299994;-3,910800000020000
680;682;Piper crassinervium Kunth;2007;GBIF;Waviduca de dulce;PUYANGO;-79,979196000300007;-4,000743000090000
681;683;Pityrogramma ebenea (L.) Proctor;1973;GBIF;Doradilla plateada, luna plateada;SARAGURO;-79,169999999599995;-3,569999999600000
682;684;Pityrogramma ebenea (L.) Proctor;1994;GBIF;Doradilla plateada, luna plateada;LOJA;-79,184710000300001;-4,268074999810000
683;685;Pityrogramma ebenea (L.) Proctor;1994;Tropicos;Doradilla plateada, luna plateada;LOJA;-79,180000001200000;-4,270000000000000
684;686;Plantago major L.;1946;GBIF;Llantén;LOJA;-79,199999999900001;-4,000000000000000
685;687;Plantago major L.;1965;GBIF;Llantén;LOJA;-79,206700000400005;-4,033599999940000
686;688;Plantago major L.;1977;GBIF;Llantén;LOJA;-79,249999999799996;-4,300000000300000
687;689;Plantago major L.;1981;GBIF;Llantén;LOJA;-79,199999999900001;-4,000000000000000
688;690;Plantago major L.;1981;Tropicos;Llantén;LOJA;-79,199999999900001;-4,000000000000000
689;691;Plantago major L.;1985;GBIF;Llantén;LOJA;-79,206700000400005;-4,033599999940000
690;692;Plantago major L.;1989;GBIF;Llantén;LOJA;-79,199999999900001;-4,000000000000000
691;693;Plantago major L.;1994;GBIF;Llantén;LOJA;-79,183299999599996;-3,983299999700000
692;694;Plantago major L.;1996;GBIF;Llantén;LOJA;-79,203332999799997;-4,000000000000000
693;695;Plantago major L.;2004;GBIF;Llantén;LOJA;-79,342199999599998;-3,831900000180000
694;696;Plantago major L.;2006;GBIF;Llantén;SARAGURO;-79,178706000000005;-3,646013000300000
695;697;Plantago major L.;2008;GBIF;Llantén;CATAMAYO;-79,362440000399999;-3,982685000110000
696;698;Plantago major L.;2008;GBIF;Llantén;CELICA;-79,955875999599996;-4,103168000200000
697;699;Plantago major L.;2009;GBIF;Llantén;LOJA;-79,204200000200004;-3,998486000330000
698;700;Plantago major L.;2015;GBIF;Llantén;SOZORANGA;-79,767458999900001;-4,426974000250000
699;701;Plantago major L.;2016;Investigación UTPL;Llantén;CATAMAYO;-79,282018050900007;-3,997012132000000
700;702;Plantago major L.;2016;Investigación UTPL;Llantén;LOJA;-79,255275368100001;-4,002086398820000
701;703;Plantago major L.;2017;GBIF;Llantén;CATAMAYO;-79,301812999700005;-4,112819000100000
702;704;Plantago major L.;2017;GBIF;Llantén;LOJA;-79,185585999799997;-3,957266999770000
703;705;Plantago major L.;2020;GBIF;Llantén;LOJA;-79,206987000100000;-4,020129499730000
704;706;Plantago major L.;2020;INaturalist;Llantén;LOJA;-79,207156513399994;-4,003677949280000
705;707;Plantago major L.;2020;INaturalist;Llantén;ZAPOTILLO;-80,214952826800001;-4,309782508060000
706;708;Plantago major L.;2021;GBIF;Llantén;LOJA;-79,194324999900005;-4,013619000320000
707;709;Plantago major L.;2021;INaturalist;Llantén;LOJA;-79,203767807199995;-3,989172453500000
708;710;Plantago major L.;2021;INaturalist;Llantén;ZAPOTILLO;-80,357453333199999;-4,272274999690000
709;711;Plantago major L.;2022;GBIF;Llantén;LOJA;-79,201942000399995;-4,012936000300000
710;712;Plantago major L.;2022;GBIF;Llantén;SOZORANGA;-79,793349999599997;-4,336467000250000
711;713;Plantago major L.;2022;INaturalist;Llantén;PALTAS;-79,871897000199993;-3,899382972650000
712;714;Plantago major L.;2022;INaturalist;Llantén;SOZORANGA;-79,793349999599997;-4,336466666600000
713;715;Plantago major L.;2023;GBIF;Llantén;LOJA;-79,177427000400002;-4,380369000430000
714;716;Plantago major L.;2023;INaturalist;Llantén;CELICA;-79,958439767100003;-4,103125749150000
715;717;Plantago major L.;2023;INaturalist;Llantén;LOJA;-79,194639773899993;-4,203944176080000
716;718;Plantago major L.;2023;INaturalist;Llantén;ZAPOTILLO;-80,240017739799995;-4,305147899560000
717;719;Plantago major L.;2024;INaturalist;Llantén;LOJA;-79,211747222400007;-4,025947222590000
718;720;Plantago major L.;2024;Proyecto;Llantén;LOJA;-79,290906999900002;-3,869580499890000
719;721;Sambucus nigra L.;1994;GBIF;Sauco, tilo;LOJA;-79,198674999999994;-4,037084999670000
720;722;Sambucus nigra L.;2004;GBIF;Sauco, tilo;LOJA;-79,243475999799998;-3,961697999960000
721;723;Sambucus nigra L.;2009;GBIF;Sauco, tilo;LOJA;-79,204200000200004;-3,998486000330000
722;724;Sambucus nigra L.;2012;GBIF;Sauco, tilo;LOJA;-79,202802999699998;-4,014472000080000
723;725;Sambucus nigra L.;2015;GBIF;Sauco, tilo;MACARA;-79,771929000100002;-4,426981999720000
724;726;Sambucus nigra L.;2016;Investigación UTPL;Sauco, tilo;CATAMAYO;-79,281013012200006;-3,996171224070000
725;727;Sambucus nigra L.;2016;Investigación UTPL;Sauco, tilo;LOJA;-79,255275368100001;-3,822067476630000
726;728;Sambucus nigra L.;2017;GBIF;Sauco, tilo;CATAMAYO;-79,307561000299998;-4,072941000230000
727;729;Sambucus nigra L.;2017;GBIF;Sauco, tilo;LOJA;-79,207518000400000;-4,030078000300000
728;730;Sambucus nigra L.;2023;INaturalist;Sauco, tilo;LOJA;-79,189208763500005;-4,031607931010000
729;731;Sambucus nigra L.;2023;INaturalist;Sauco, tilo;SARAGURO;-79,412286666800000;-3,488713333050000
730;732;Sambucus nigra L.;2024;GBIF;Sauco, tilo;LOJA;-79,200115999900007;-4,001440499880000
731;733;Sambucus nigra L.;2024;INaturalist;Sauco, tilo;LOJA;-79,200115870399998;-4,000816786320000
